relation;source;target;weight
FormOf;holds;hold;1.0
FormOf;holds;hold;1.0
FormOf;holds;hold;1.0
RelatedTo;holds;hold;1.0
RelatedTo;holds;hold;1.0
RelatedTo;placeholder;holds;1.0
RelatedTo;tenant;holds;1.0
RelatedTo;hâldt;holds;1.0
RelatedTo;ὄχοσ;holds;1.0
RelatedTo;朝門;holds;1.0
RelatedTo;bank;holds;0.835
RelatedTo;glass;holds;0.6110000000000002
HasProperty;A tube;hollow;2.0
IsA;dell;hollow;2.0
IsA;hollow;cavity;2.0
IsA;hollow;valley;2.0
MannerOf;cavern;hollow;2.0
MannerOf;cave;hollow;2.0
MannerOf;core;hollow;2.0
MannerOf;dig;hollow;2.0
MannerOf;excavate;hollow;2.0
MannerOf;hole;hollow;2.0
MannerOf;hollow;empty;2.0
MannerOf;rout;hollow;2.0
MannerOf;scallop;hollow;2.0
MannerOf;scoop out;hollow;2.0
MannerOf;suck in;hollow;2.0
RelatedTo;hollow;empty;2.0
RelatedTo;dubiti;hollow;2.0
RelatedTo;dupsti;hollow;2.0
RelatedTo;jama;hollow;2.0
RelatedTo;mukao;hollow;2.0
DerivedFrom;holming;holm;1.0
FormOf;holms;holm;1.0
HasContext;holm;dialect;1.0
HasContext;holm;dialects;1.0
HasContext;holm;scotland;1.0
HasContext;holm;west yorkshire;1.0
HasContext;holm;localités;1.0
RelatedTo;werder;holm;1.0
RelatedTo;holm;holly;1.0
RelatedTo;holm;holme;1.0
RelatedTo;holm;holm oak;1.0
RelatedTo;holm;islet;1.0
RelatedTo;holm;oak;1.0
RelatedTo;holm;quercus ilex;1.0
RelatedTo;holm;village;1.0
RelatedTo;holms;holm;1.0
RelatedTo;laid;holm;1.0
RelatedTo;erxo;holm;1.0
RelatedTo;erxu;holm;1.0
RelatedTo;waard;holm;1.0
RelatedTo;strašno;horribly;2.0
Synonym;awfully;horribly;2.0
Synonym;dreadfully;horribly;2.0
Synonym;hirveästi;horribly;2.0
Synonym;järkyttävästi;horribly;2.0
Synonym;kauheasti;horribly;2.0
Synonym;affreusement;horribly;2.0
Synonym;atrocement;horribly;2.0
Synonym;effroyablement;horribly;2.0
Synonym;épouvantablement;horribly;2.0
Synonym;hideusement;horribly;2.0
Synonym;horriblement;horribly;2.0
Synonym;redoutablement;horribly;2.0
Synonym;terriblement;horribly;2.0
Synonym;malissimo;horribly;2.0
Synonym;orridamente;horribly;2.0
Synonym;schifosamente;horribly;2.0
Synonym;tremendamente;horribly;2.0
Synonym;ひどく;horribly;2.0
Synonym;はなはだ;horribly;2.0
Synonym;Hughes;Charles Evans Hughes;2.0
Synonym;Hughes;Edward James Hughes;2.0
Synonym;Hughes;Howard Robard Hughes;2.0
Synonym;Hughes;James Langston Hughes;2.0
DerivedFrom;hughesian;hughes;1.0
RelatedTo;hughes;alaska;1.0
RelatedTo;hughes;arkansas;1.0
RelatedTo;hughes;given name;1.0
RelatedTo;hughes;howells;1.0
RelatedTo;hughes;hugh;1.0
RelatedTo;hughes;wisconsin;1.0
RelatedTo;hughesy;hughes;1.0
ExternalURL;hughes;Hughes;0.25
RelatedTo;name;identity;3.1559467676118995
DerivedFrom;identity card;identity;2.0
IsA;gender identity;identity;2.0
IsA;identification;identity;2.0
IsA;identity;operator;2.0
IsA;identity;personality;2.0
IsA;identity;recognition;2.0
IsA;identity;sameness;2.0
IsA;oneness;identity;2.0
IsA;personhood;identity;2.0
IsA;selfsameness;identity;2.0
RelatedTo;identification;identity;2.0
RelatedTo;identify;identity;2.0
RelatedTo;identity;identification;2.0
RelatedTo;identity;identify;2.0
RelatedTo;identitet;identity;2.0
RelatedTo;istovetnost;identity;2.0
RelatedTo;istovjetnost;identity;2.0
Synonym;تَطَابُق;identity;2.0
Synonym;عُنْصُر التَّطَابُق;identity;2.0
Synonym;ii;2;2.0
Synonym;II;two;2.0
HasContext;ii;film;1.0
IsA;ii;jr;1.0
RelatedTo;i;ii;1.0
RelatedTo;ii;a;1.0
RelatedTo;ii;i;1.0
RelatedTo;ii;iii;1.0
RelatedTo;ii;iv;1.0
RelatedTo;iii;ii;1.0
RelatedTo;iind;ii;1.0
RelatedTo;iv;ii;1.0
RelatedTo;i;ii;1.0
ExternalURL;ii;A-II;0.25
HasPrerequisite;pretending;imagining;6.32455532033676
RelatedTo;dream;imagining;1.6869999999999998
FormOf;imaginings;imagining;1.0
FormOf;imagining;imagin;1.0
FormOf;imagining;imagine;1.0
RelatedTo;habromania;imagining;1.0
RelatedTo;imagination;imagining;1.0
RelatedTo;imaginings;imagining;1.0
RelatedTo;imagining;imagine;1.0
RelatedTo;pretending;imagining;1.0
RelatedTo;elucubración;imagining;1.0
RelatedTo;imaginans;imagining;1.0
RelatedTo;opinans;imagining;1.0
RelatedTo;चित्त;imagining;1.0
ExternalURL;imagining;imagining;0.25
ExternalURL;imagining;imagining;0.25
FormOf;includes;include;1.0
FormOf;includes;include;1.0
RelatedTo;hong kong;includes;1.0
RelatedTo;includes;excludes;1.0
RelatedTo;includes;precludes;1.0
RelatedTo;includes;recludes;1.0
RelatedTo;includes;reincludes;1.0
RelatedTo;includes;include;1.0
ExternalURL;includes;includes;0.25
ExternalURL;includes;includes;0.25
RelatedTo;court;includes;0.21300000000000008
RelatedTo;art;includes;0.1629999999999998
RelatedTo;sky;includes;0.1589999999999998
RelatedTo;body;includes;0.1499999999999999
RelatedTo;all;includes;0.11899999999999977
RelatedTo;head;includes;0.10199999999999987
CapableOf;Indians;sleep in tents;1.0
FormOf;indians;indian;1.0
FormOf;indians;indian;1.0
IsA;some people;Indians;1.0
RelatedTo;indians;indian;1.0
RelatedTo;western;indians;1.0
ExternalURL;indians;Indians;0.25
ExternalURL;indians;Indians;0.25
IsA;inspector;policeman;2.0
RelatedTo;inspektor;inspector;2.0
RelatedTo;nadglednik;inspector;2.0
RelatedTo;nadzornik;inspector;2.0
Synonym;inspectora;inspector;2.0
Synonym;inspector;inspector;2.0
Synonym;inspector;examiner;2.0
Synonym;inspector;inspector;2.0
Synonym;polizia-inspektore;inspector;2.0
Synonym;polizi inspektore;inspector;2.0
Synonym;بازرس;inspector;2.0
Synonym;مفتش;inspector;2.0
Synonym;komisario;inspector;2.0
Synonym;inspecteur;inspector;2.0
Synonym;ispettore;inspector;2.0
Synonym;インスペクター;inspector;2.0
Synonym;インスペクター;inspector;2.0
Synonym;判官;inspector;2.0
Synonym;少監;inspector;2.0
Synonym;検査係;inspector;2.0
MotivatedByGoal;examine a thing;it is interesting;3.4641016151377544
HasPrerequisite;meet interesting people;be interesting;2.0
RelatedTo;exciting;interesting;2.0
RelatedTo;interesting;exciting;2.0
RelatedTo;interesting;stimulating;2.0
RelatedTo;stimulating;interesting;2.0
RelatedTo;interesantan;interesting;2.0
RelatedTo;zanimljiv;interesting;2.0
SimilarTo;diverting;interesting;2.0
SimilarTo;entertaining;interesting;2.0
SimilarTo;fascinating;interesting;2.0
SimilarTo;interesting;diverting;2.0
SimilarTo;interesting;entertaining;2.0
SimilarTo;interesting;fascinating;2.0
SimilarTo;interesting;intriguing;2.0
SimilarTo;interesting;newsworthy;2.0
SimilarTo;intriguing;interesting;2.0
SimilarTo;newsworthy;interesting;2.0
Synonym;interessant;interesting;2.0
Synonym;interessant;interesting;2.0
HasPrerequisite;discover the truth;investigate;4.47213595499958
HasSubevent;convicting a suspect for a crime;investigate;2.82842712474619
CapableOf;The FBI;investigate;2.0
Entails;spy;investigate;2.0
HasSubevent;buying something;investigate it;2.0
MannerOf;experiment;investigate;2.0
MannerOf;explore;investigate;2.0
MannerOf;investigate;analyze;2.0
MannerOf;investigate;probe;2.0
MannerOf;probe;investigate;2.0
MannerOf;research;investigate;2.0
MannerOf;spy;investigate;2.0
RelatedTo;investigate;investigation;2.0
RelatedTo;investigate;investigative;2.0
RelatedTo;investigate;investigator;2.0
RelatedTo;investigator;investigate;2.0
RelatedTo;ispitati;investigate;2.0
RelatedTo;ispitivati;investigate;2.0
RelatedTo;istražiti;investigate;2.0
RelatedTo;istraživati;investigate;2.0
Synonym;Língua Irlandesa;Irish;4.47213595499958
HasContext;Irish;Ireland;2.0
IsA;Irish;Gaelic;2.0
IsA;Irish;whiskey;2.0
IsA;Middle Irish;Irish;2.0
IsA;Old Irish;Irish;2.0
IsA;poteen;Irish;2.0
RelatedTo;sidhe;irish;2.0
Synonym;إِيرْلَنْدِي;Irish;2.0
Synonym;gaèlic irlandès;Irish;2.0
Synonym;irlandès;Irish;2.0
Synonym;whisky irlandès;Irish;2.0
Synonym;irish gaelic;irish;2.0
Synonym;Irish Gaelic;Irish;2.0
Synonym;Irish;Irish people;2.0
Synonym;irish;irski;2.0
Synonym;Irish whiskey;Irish;2.0
Synonym;Irish whisky;Irish;2.0
Synonym;gaélico irlandés;Irish;2.0
Synonym;irlandés;Irish;2.0
Synonym;ISN;International Relations and Security Network;2.0
IsA;A jack;a lifting device;4.47213595499958
RelatedTo;card;jack;2.6548069609672185
AtLocation;a jack;a trunk;2.0
CapableOf;Jack;deal drugs;2.0
DefinedAs;Jack;name of a person;2.0
EtymologicallyDerivedFrom;잭;jack;2.0
FormOf;jacks;jack;2.0
IsA;amberjack;jack;2.0
IsA;bumper jack;jack;2.0
IsA;crevalle jack;jack;2.0
IsA;jack;a boy's name;2.0
IsA;Jack;a nickname for John;2.0
IsA;jack;ass;2.0
IsA;jack;ball;2.0
IsA;jack;carangid fish;2.0
IsA;jack;electrical device;2.0
IsA;jack;face card;2.0
IsA;jack;flag;2.0
IsA;jack;small indefinite quantity;2.0
IsA;jack;tool;2.0
PartOf;Jackson;Michigan;2.0
PartOf;Jackson;Mississippi;2.0
PartOf;Jackson;Tennessee;2.0
PartOf;Jackson;Wyoming;2.0
Synonym;capital of Mississippi;Jackson;2.0
Synonym;Jackson;Andrew Jackson;2.0
Synonym;Jackson;Glenda Jackson;2.0
Synonym;Jackson;Helen Maria Fiske Hunt Jackson;2.0
Synonym;Jackson;Jesse Louis Jackson;2.0
Synonym;Jackson;Mahalia Jackson;2.0
Synonym;Jackson;Michael Joe Jackson;2.0
Synonym;Jackson;Thomas Jonathan Jackson;2.0
Synonym;jackson;džekson;2.0
Synonym;Jackson;Jackson;2.0
Synonym;Missisippin osavaltion pääkaupunki;Jackson;2.0
Synonym;ibukota Mississippi;Jackson;2.0
Synonym;Jackson;Jackson;2.0
Synonym;เมืองแจ็กสัน;Jackson;2.0
Synonym;เมืองหลวงมลรัฐมิสซิสซิปปี;Jackson;2.0
CapableOf;Jackson;piece the puzzle together;1.0
CapableOf;jews;doubt god;3.4641016151377544
CapableOf;jews;fast on yom kippur;2.82842712474619
RelatedTo;jews;jews harp;2.82842712474619
HasA;jews;children;2.0
RelatedTo;diaspora;jews;2.0
RelatedTo;jews;jew;2.0
Synonym;猶太;jews;2.0
AtLocation;Jews;Isreal;1.0
CapableOf;Jews;dance the hora;1.0
CapableOf;Jews;shop at a kosher delicatessen;1.0
CreatedBy;Judaism;Jews;1.0
Desires;Jews;Jerusalem;1.0
Desires;Jews;shop at kosher delicatessen;1.0
ExternalURL;jews;Jews;1.0
ExternalURL;jews;Q7325;1.0
FormOf;jews;jew;1.0
FormOf;jews;jew;1.0
FormOf;jews;jew;1.0
HasProperty;jews;people;1.0
HasProperty;jews;waiting for the messiah to come;1.0
RelatedTo;work;job;7.189714876126867
RelatedTo;interview;job;5.02951289887997
RelatedTo;servant;job;3.8444765573482176
RelatedTo;employ;job;3.6720566444432743
RelatedTo;farmer;job;3.5400564967243113
Synonym;Livro de Jó;Job;3.4641016151377544
HasPrerequisite;working;a job;2.82842712474619
MotivatedByGoal;handle proposals;it is your job;2.82842712474619
RelatedTo;duty;job;2.530612574061861
RelatedTo;job;employment;2.178990591994376
RelatedTo;task;job;2.015936506936665
Causes;instrument;job;2.0
HasContext;job;computer science;2.0
IsA;ball-buster;job;2.0
IsA;job;application;2.0
IsA;job;duty;2.0
IsA;job;product;2.0
IsA;Job;unfortunate;2.0
IsA;job;work;2.0
IsA;job;workplace;2.0
FormOf;joes;joe;2.0
RelatedTo;joes;joe;2.0
Synonym;ジョー;joe;2.0
CapableOf;Joe;back up the station wagon;1.0
CapableOf;Joe;father my child;1.0
CapableOf;Joe;feed himself to relieve hunger;1.0
CapableOf;Joe;hand the shovel to Peter;1.0
CapableOf;Joe;marry Bob in Hawaii;1.0
CapableOf;Joe;step on the can;1.0
CapableOf;Joe;visit the doctor;1.0
DerivedFrom;average joe;joe;1.0
DerivedFrom;joe average;joe;1.0
DerivedFrom;joe blow;joe;1.0
DerivedFrom;joe college;joe;1.0
DerivedFrom;joe job;joe;1.0
DerivedFrom;joe schmoe;joe;1.0
DerivedFrom;joe sixpack;joe;1.0
DerivedFrom;joey;joe;1.0
Desires;Joe;make Lisa happy;1.0
Desires;joe;sex;1.0
FormOf;johnnies;johnny;2.0
HasContext;johnny;slang;2.0
Synonym;Johnny;greyback;2.0
CapableOf;Johnny;visit his grandmother;1.0
DerivedFrom;johnny canuck;johnny;1.0
DerivedFrom;johnny;johnny jump up;1.0
DerivedFrom;johnny come lately;johnny;1.0
DerivedFrom;johnny crapaud;johnny;1.0
DerivedFrom;johnny reb;johnny;1.0
DerivedFrom;little johnny;johnny;1.0
DerivedFrom;stage door johnny;johnny;1.0
FormOf;johnnie;johnny;1.0
FormOf;johnny;john;1.0
FormOf;johnnys;johnny;1.0
HasContext;johnny;new zealand;1.0
HasContext;johnny;pejorative;1.0
HasContext;johnny;uk;1.0
HasContext;johnny;us;1.0
HasProperty;johnny;nuts;1.0
IsA;Johnny;a sprinter;1.0
IsA;keeping;conformity;2.0
Synonym;keeping;guardianship;2.0
Synonym;keeping;retention;2.0
Synonym;conformidad;keeping;2.0
Synonym;bat etortze;keeping;2.0
Synonym;harmonia;keeping;2.0
Synonym;包蔵;keeping;2.0
Synonym;守;keeping;2.0
Synonym;守り;keeping;2.0
Synonym;留め置き;keeping;2.0
Synonym;留置き;keeping;2.0
Synonym;預け;keeping;2.0
RelatedTo;preserve;keeping;1.795
RelatedTo;wallet;keeping;1.487
RelatedTo;bank;keeping;1.1
DerivedFrom;in keeping with;keeping;1.0
DerivedFrom;keeping;gamekeeping;1.0
DerivedFrom;keeping;goalkeeping;1.0
DerivedFrom;keeping;greenkeeping;1.0
DerivedFrom;keeping;rangekeeping;1.0
Synonym;Kelly;Emmett Kelly;2.0
Synonym;Kelly;Eugene Curran Kelly;2.0
Synonym;Kelly;Princess Grace of Monaco;2.0
CapableOf;Kelly;hand a biro to the teacher;1.0
DerivedFrom;kelly;kellyanne;1.0
DerivedFrom;kelly cytoscope;kelly;1.0
DerivedFrom;kelly pad;kelly;1.0
EtymologicallyDerivedFrom;kelly;kelly;1.0
ExternalURL;kelly;Kelly (footballer);1.0
ExternalURL;kelly;Q197593;1.0
FormOf;kellies;kelly;1.0
HasA;Kelly;told her boyfriend lies;1.0
HasContext;kelly;localités;1.0
RelatedTo;kelley;kelly;1.0
RelatedTo;kellie;kelly;1.0
RelatedTo;kelli;kelly;1.0
RelatedTo;kelly;englisch;1.0
RelatedTo;kelly;anglicise;1.0
RelatedTo;kelly;drill;1.0
RelatedTo;kelly;pipe;1.0
RelatedTo;children;kids;6.102786248919422
RelatedTo;toy;kids;5.9531504264548865
RelatedTo;play;kids;3.727733896082176
Desires;Kids;play;2.82842712474619
Desires;Kids;play with them;2.82842712474619
RelatedTo;camp;kids;2.8021420377989408
RelatedTo;school;kids;2.1522081683703362
AtLocation;kids;the park;2.0
CapableOf;kids;be trading baseball cards;2.0
Synonym;キッズ;kids;2.0
Synonym;餓鬼;kids;2.0
UsedFor;riding a bike;kids;2.0
RelatedTo;family;kids;1.649
RelatedTo;class;kids;1.093
AtLocation;kids;an airport;1.0
AtLocation;kids;the backseat of a car;1.0
AtLocation;kids;disneyland;1.0
AtLocation;Kids;home;1.0
AtLocation;kids;the movies;1.0
AtLocation;kids;a school;1.0
RelatedTo;poison;killer;2.264508776754906
AtLocation;a killer;death row;2.0
CapableOf;a killer;kill someone;2.0
IsA;executioner;killer;2.0
IsA;exterminator;killer;2.0
IsA;garroter;killer;2.0
IsA;killer;difficulty;2.0
IsA;killer;person;2.0
IsA;murderer;killer;2.0
IsA;poisoner;killer;2.0
IsA;regicide;killer;2.0
IsA;suicide;killer;2.0
PartOf;a killer;a community;2.0
RelatedTo;hahar;killer;2.0
RelatedTo;ubica;killer;2.0
RelatedTo;ubijač;killer;2.0
RelatedTo;ubilac;killer;2.0
RelatedTo;ubojica;killer;2.0
Synonym;سَفَّاح;killer;2.0
Synonym;سَفَّاك;killer;2.0
UsedFor;a weapon;killing someone;6.928203230275509
Causes;killing;death;6.6332495807108
Causes;killing;guilt;6.6332495807108
Causes;killing someone;go to jail;6.0
UsedFor;a bullet;killing;4.898979485566356
RelatedTo;poison;killing;4.656178690729126
Causes;killing someone;someone dies;4.47213595499958
UsedFor;a sword;killing;4.47213595499958
HasProperty;killing;wrong;4.0
HasSubevent;fighting war;killing someone;4.0
HasSubevent;killing someone;they die;4.0
UsedFor;killing;ending a life;4.0
HasPrerequisite;killing;hatred;3.4641016151377544
HasPrerequisite;killing someone;a weapon;3.4641016151377544
HasProperty;Killing;bad;3.4641016151377544
HasSubevent;committing murder;killing someone;3.4641016151377544
HasSubevent;killing;you commit a crime;3.4641016151377544
HasSubevent;killing someone;death;3.4641016151377544
HasSubevent;killing;remorse;3.4641016151377544
HasSubevent;killing;stab;3.4641016151377544
IsA;French;a language;7.483314773547882
IsA;Spanish;language;6.0
RelatedTo;english;language;5.6656861896861175
IsA;German;a language;5.656854249492381
UsedFor;Language;communication;5.291502622129181
IsA;English;a language;4.898979485566356
IsA;Russian;a language;4.47213595499958
PartOf;A word;language;4.0
RelatedTo;language;english;3.84187454245971
IsA;Chinese;a language;3.4641016151377544
RelatedTo;language;communication;3.4490578423679707
RelatedTo;language;french;3.1993749389529196
HasPrerequisite;talking to someone;language;2.82842712474619
RelatedTo;language;spanish;2.6107470195329157
RelatedTo;language;spoken;2.5868900247208035
RelatedTo;word;language;2.229798197146998
RelatedTo;sign;language;2.186321110907545
HasContext;accent;language;2.0
HasContext;alphabetize;language;2.0
HasContext;diachronic;language;2.0
DerivedFrom;besilesomab;les;1.0
DerivedFrom;les;és;1.0
EtymologicallyDerivedFrom;レズ;les;1.0
ExternalURL;les;LowerEsophagealSphincter;1.0
FormOf;les;lesbian;1.0
FormOf;les;lester;1.0
FormOf;leses;les;1.0
FormOf;les;lesbian;1.0
HasContext;les;slang;1.0
HasContext;les;pharmacology;1.0
HasContext;les;anatomy;1.0
HasContext;les;military;1.0
HasContext;les;slang;1.0
HasContext;les;us;1.0
IsA;les;anatomical vessel;1.0
IsA;les;semisolid;1.0
RelatedTo;háj;les;1.0
RelatedTo;les;mab;1.0
RelatedTo;les;monoclonal antibody;1.0
RelatedTo;leraar;les;1.0
RelatedTo;levels;level;2.82842712474619
RelatedTo;level;even;2.4947945807220275
RelatedTo;rank;level;2.4795160818191917
RelatedTo;level;flat;2.109976303184469
FormOf;levels;level;2.0
HasContext;A level;England;2.0
IsA;a level;a tool;2.0
IsA;level;altitude;2.0
IsA;A level;grade;2.0
IsA;level;indicator;2.0
IsA;level;place;2.0
IsA;mason's level;level;2.0
MannerOf;bulldoze;level;2.0
MannerOf;level;aim;2.0
MannerOf;level;change surface;2.0
MannerOf;level;destroy;2.0
MannerOf;level;talk;2.0
PartOf;level;carpenter's level;2.0
PartOf;level;surveyor's level;2.0
RelatedTo;izravnati;level;2.0
MotivatedByGoal;buy presents for others;you like them;4.47213595499958
RelatedTo;like;love;3.3244548425268166
RelatedTo;servant;like;2.981274895074254
Causes;watching a film;you like it;2.82842712474619
MotivatedByGoal;entertain someone;you like them;2.82842712474619
RelatedTo;like;similar;2.8064212085857676
RelatedTo;love;like;2.787113201863175
RelatedTo;squirrel;like;2.6922109872742146
RelatedTo;chicken;like;2.4568272222523095
RelatedTo;enjoy;like;2.3596609926004195
RelatedTo;mist;like;2.1972710347155626
Causes;please;like;2.0
Entails;enjoy;like;2.0
Entails;fancy;like;2.0
Entails;like;approve;2.0
FormOf;likes;like;2.0
HasSubevent;like someone;smile;2.0
IsA;the like;kind;2.0
MannerOf;care for;like;2.0
MannerOf;cotton;like;2.0
RelatedTo;limit;speed;3.398234835911138
RelatedTo;limit;maximum;2.795711000801049
RelatedTo;limit;boundary;2.053290042833696
IsA;city limit;limit;2.0
IsA;cutoff;limit;2.0
IsA;edge;limit;2.0
IsA;extremum;limit;2.0
IsA;knife-edge;limit;2.0
IsA;limit;boundary;2.0
IsA;limit;extent;2.0
IsA;limit;extremity;2.0
IsA;limit;indefinite quantity;2.0
IsA;lower limit;limit;2.0
IsA;maximum;limit;2.0
IsA;minimum;limit;2.0
IsA;range;limit;2.0
IsA;starkness;limit;2.0
IsA;thermal barrier;limit;2.0
IsA;three-mile limit;limit;2.0
IsA;upper limit;limit;2.0
RelatedTo;little;small;5.307353389402293
RelatedTo;little;tiny;3.5355339059327378
Synonym;pequeño;little a ;3.4641016151377544
Synonym;pikku;little;3.4641016151377544
Synonym;petit;little a ;3.4641016151377544
Synonym;poco;a little;3.4641016151377544
Synonym;sedikit;a little;3.4641016151377544
RelatedTo;baby;little;3.084801452281816
DistinctFrom;little;big;2.9387071987525397
RelatedTo;bit;little;2.919589012172775
Antonym;much;little;2.8411265371327623
RelatedTo;doll;little;2.7188232748746284
RelatedTo;few;little;2.6457513110645907
RelatedTo;little;size;2.4811287753762397
RelatedTo;children;little;2.3004347415216975
RelatedTo;chick;little;2.1633307652783937
RelatedTo;child;little;2.1033306920215846
Antonym;little;big;2.0
Antonym;little;lot of;2.0
Antonym;little;much;2.0
RelatedTo;ll;will;2.0
Synonym;ll;ll;2.0
Synonym;ランゲージ ラボラトリー;ll;2.0
Synonym;ランゲージラボラトリー;ll;2.0
DerivedFrom;he’ll;ll;1.0
DerivedFrom;i’ll;ll;1.0
DerivedFrom;it’ll;ll;1.0
DerivedFrom;she’ll;ll;1.0
DerivedFrom;they’ll;ll;1.0
DerivedFrom;we’ll;ll;1.0
DerivedFrom;you’ll;ll;1.0
FormOf;ll;will;1.0
HasContext;ll;legal;1.0
HasContext;ll;military;1.0
HasContext;ll;sports;1.0
HasContext;ll;us;1.0
HasContext;ll;marking future tense;1.0
RelatedTo;d;ll;1.0
RelatedTo;ll;lines;1.0
RelatedTo;ll;lucky loser;1.0
Synonym;土地の人;locals;2.0
FormOf;locals;local;1.0
RelatedTo;locals;local;1.0
Synonym;gens du cru;locals;1.0
ExternalURL;locals;locals;0.25
ExternalURL;locals;locals;0.25
RelatedTo;native;locals;0.16999999999999993
AtLocation;insects;a log;2.0
HasContext;log;airplane;2.0
HasContext;log;ship;2.0
IsA;harpoon log;log;2.0
IsA;log;measuring instrument;2.0
IsA;log;written record;2.0
IsA;nurse log;log;2.0
IsA;patent log;log;2.0
IsA;saw log;log;2.0
MannerOf;log;fell;2.0
MannerOf;log;record;2.0
PartOf;log line;log;2.0
PartOf;log;ship;2.0
RelatedTo;balvan;log;2.0
RelatedTo;jošić;log;2.0
RelatedTo;klada;log;2.0
RelatedTo;trupac;log;2.0
Synonym;tronc;log;2.0
Synonym;log;logarithm;2.0
Synonym;lumber;log;2.0
IsA;london;a city;5.291502622129181
AtLocation;a subway station;London;4.0
AtLocation;a telephone box;London;4.0
AtLocation;a pub;London;3.4641016151377544
AtLocation;a rented flat;London;3.4641016151377544
IsA;London;a city in England;3.4641016151377544
Synonym;Grande Londres;London;3.4641016151377544
AtLocation;Westminster Abbey;London;3.16227766016838
RelatedTo;capital;london;2.895513771336617
AtLocation;a cafe;London;2.82842712474619
AtLocation;a gallery;London;2.82842712474619
AtLocation;a large city shopping mall;london;2.82842712474619
AtLocation;a telephone booth;London;2.82842712474619
AtLocation;an underground map;London;2.82842712474619
DefinedAs;London;capital city of England;2.82842712474619
IsA;London;a place name;2.82842712474619
AtLocation;a flat;London;2.0
AtLocation;a tearoom;London;2.0
HasProperty;The capital of United Kingdom;London;2.0
PartOf;Big Ben;London;2.0
RelatedTo;dress;long;4.759411728354672
RelatedTo;ago;long;4.219952606368939
RelatedTo;rifle;long;3.862641583165594
RelatedTo;hall;long;3.6813041167499323
RelatedTo;far;long;3.4542727165063276
RelatedTo;rabbit;long;3.4455768747772844
RelatedTo;river;long;2.8220559881051264
RelatedTo;stick;long;2.5067907770693587
Antonym;long;short;2.2934689882359436
RelatedTo;squirrel;long;2.2045407685048604
HasContext;long;finance;2.0
HasContext;long;phonetics;2.0
RelatedTo;bugarštica;long;2.0
RelatedTo;čeznuti;long;2.0
RelatedTo;daleko;long;2.0
RelatedTo;dugačak;long;2.0
RelatedTo;dug;long;2.0
RelatedTo;dugo;long;2.0
RelatedTo;ginuti;long;2.0
RelatedTo;mnogi;long;2.0
RelatedTo;look;see;5.707889277132134
RelatedTo;view;look;4.325736931437232
HasPrerequisite;examine a thing;look;3.4641016151377544
RelatedTo;look;glance;2.864960732715198
RelatedTo;look;eyes;2.80713376952364
RelatedTo;watch;look;2.777048793233565
RelatedTo;see;look;2.7683930356797246
RelatedTo;observe;look;2.6713292571302407
RelatedTo;look;seeing;2.655560204551951
RelatedTo;look;view;2.064945519862449
RelatedTo;window;look;2.011964214393487
Entails;examine;look;2.0
Entails;look;see;2.0
Entails;survey;look;2.0
Entails;watch;look;2.0
HasSubevent;finding a lost item;look;2.0
IsA;dekko;look;2.0
IsA;evil eye;look;2.0
IsA;glance;look;2.0
IsA;look;appearance;2.0
RelatedTo;beauty;looks;2.8014282071829006
Synonym;ルックス;looks;2.0
Synonym;人体;looks;2.0
Synonym;人相;looks;2.0
Synonym;俤;looks;2.0
Synonym;器量;looks;2.0
Synonym;容ぼう;looks;2.0
Synonym;容色;looks;2.0
Synonym;容貌;looks;2.0
Synonym;容顔;looks;2.0
Synonym;形容;looks;2.0
Synonym;気色;looks;2.0
Synonym;目鼻立;looks;2.0
Synonym;目鼻立ち;looks;2.0
Synonym;相貌;looks;2.0
Synonym;眉目;looks;2.0
Synonym;縹緻;looks;2.0
Synonym;血相;looks;2.0
Synonym;見目;looks;2.0
Synonym;見目形;looks;2.0
CausesDesire;Love;kiss someone;9.38083151964686
CausesDesire;love;propose to a woman;7.483314773547882
IsA;love;a feeling;7.211102550927979
CausesDesire;Love;forgive someone;6.928203230275509
MotivatedByGoal;propose to a woman;you love her;6.928203230275509
AtLocation;a human;love;5.291502622129181
Causes;love;having sex;4.898979485566356
RelatedTo;love;emotion;4.848917404947211
AtLocation;love;a family;4.47213595499958
CapableOf;love;hurt;4.47213595499958
MotivatedByGoal;kiss your boyfriend;you love her;4.47213595499958
AtLocation;love;marriage;4.0
CausesDesire;Love;feed your family;4.0
CausesDesire;love;sing;4.0
MotivatedByGoal;feed your family;i love them;4.0
UsedFor;kissing someone;love;4.0
RelatedTo;love;feeling;3.6954025491142373
RelatedTo;care;love;3.595552808679077
HasSubevent;love someone;kiss them;3.4641016151377544
IsA;God;Love;3.4641016151377544
SimilarTo;humorous;ludicrous;2.0
SimilarTo;ludicrous;humorous;2.0
Synonym;absurd;ludicrous;2.0
Synonym;grotesc;ludicrous;2.0
Synonym;irrisori;ludicrous;2.0
Synonym;ridícul;ludicrous;2.0
Synonym;farcical;ludicrous;2.0
Synonym;ludicrous;laughable;2.0
Synonym;ludicrous;preposterous;2.0
Synonym;ridiculous;ludicrous;2.0
Synonym;absurdo;ludicrous;2.0
Synonym;grotesco;ludicrous;2.0
Synonym;ridículo;ludicrous;2.0
Synonym;absurdi;ludicrous;2.0
Synonym;järjetön;ludicrous;2.0
Synonym;naurettava;ludicrous;2.0
Synonym;ridicule;ludicrous;2.0
Synonym;ridículo;ludicrous;2.0
Synonym;可笑しい;ludicrous;2.0
